ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore,outlier_col,outlier_threshold
2031-06-10,43,22262,604,Self-Employed,Bachelor,19,24207,96,Married,0,Mortgage,399,0.4426786845855955,5,0,0.3642172525868137,1,Debt Consolidation,0,29,10,1399,944,23077,73081,1855.1666666666667,0.8213250447048699,5,7759,0.257207,0.2755577860138966,626.7509604170368,0.5529157993443734,0,69.0,BankruptcyHistory,0.9437515386076748
2031-06-27,33,33107,532,Employed,High School,10,22179,60,Married,4,Mortgage,246,0.2135886981529387,2,0,0.3189942975798108,1,Education,0,22,3,2236,2121,42283,52406,2758.9166666666665,0.6481153264724425,4,7254,0.261179,0.2758287526650465,684.9908763826637,0.3374479873317415,0,70.0,BankruptcyHistory,0.9437515386076748
2031-09-19,38,29592,526,Employed,High School,17,28606,12,Single,4,Mortgage,429,0.1328149533935538,0,0,0.131507725522615,1,Home,0,22,25,6050,1209,40477,10651,2466.0,0.8162524725909202,6,29826,0.230606,0.2312233625136614,2692.8364478105045,1.265951519793392,0,63.0,BankruptcyHistory,0.9437515386076748
2031-10-13,46,60863,601,Employed,Bachelor,24,13981,108,Single,1,Rent,503,0.4015650943045848,7,1,0.2194764636926912,1,Debt Consolidation,0,14,18,9812,3436,43831,30140,5071.916666666667,0.8012295430997792,6,13691,0.2584809999999999,0.2965549905491372,372.16096374024966,0.172550343638713,0,62.0,BankruptcyHistory,0.9437515386076748
2031-11-09,36,16578,553,Employed,High School,13,23834,60,Single,0,Mortgage,627,0.1354943688781968,5,3,0.4378084676056447,1,Home,0,25,21,10255,624,107828,9704,1381.5,0.8081823319211251,3,98124,0.252334,0.2018672,633.9339821116887,0.9127281810435676,0,67.0,BankruptcyHistory,0.9437515386076748
2031-12-01,41,50796,588,Employed,High School,21,20956,12,Divorced,5,Rent,485,0.3010849940895391,6,0,0.5325626970700844,1,Home,0,28,29,513,677,259156,15014,4233.0,0.8792531578650531,8,244142,0.191956,0.1737279931525896,1914.99625087689,0.5669728917734207,0,66.0,BankruptcyHistory,0.9437515386076748
2031-12-05,39,15474,622,Employed,Master,17,22731,96,Widowed,3,Mortgage,247,0.0131642154878182,1,0,0.1762091522225456,1,Debt Consolidation,0,26,15,3814,4887,60958,2606,1289.5,0.9201372996673042,5,58352,0.246731,0.2609486419348373,566.0752364371285,0.6305352744762532,0,58.0,BankruptcyHistory,0.9437515386076748
2032-01-05,32,118999,587,Employed,Bachelor,8,23232,96,Single,1,Mortgage,225,0.0779821800477561,2,0,0.0911320841357783,1,Home,0,27,1,872,739,102567,25316,9916.583333333334,0.916972923614823,4,77251,0.264732,0.307819942399631,653.3738635466455,0.0885762599900818,0,62.0,BankruptcyHistory,0.9437515386076748
2032-01-15,39,77271,513,Employed,Bachelor,13,16476,36,Married,1,Mortgage,413,0.4499334401557143,1,1,0.340310527034408,1,Home,0,19,23,2114,758,15265,13089,6439.25,0.8512825077728511,7,2176,0.244976,0.2279591949608308,636.0301891075941,0.1629118591617959,0,67.0,BankruptcyHistory,0.9437515386076748
2032-02-16,26,31513,613,Self-Employed,Master,7,32806,84,Married,4,Mortgage,650,0.4500869815200055,4,0,0.1171473482974546,1,Other,0,25,18,2511,1556,170941,13951,2626.083333333333,0.722524292043821,11,156990,0.251306,0.2478792715207025,825.9304533778718,0.562027272571144,0,60.0,BankruptcyHistory,0.9437515386076748
2032-03-01,28,33997,501,Employed,Bachelor,6,38922,12,Married,0,Mortgage,500,0.3891784903355336,4,2,0.2767930130714818,1,Debt Consolidation,0,30,15,1820,244,36793,66786,2833.083333333333,0.9008351405682437,0,9611,0.253422,0.2830292761376381,3761.976958293531,1.5043598993888394,0,65.0,BankruptcyHistory,0.9437515386076748
2032-04-01,68,49615,583,Employed,High School,45,26949,12,Divorced,4,Own,715,0.1525362276849745,2,1,0.4282244648607253,1,Other,0,26,24,22790,12555,68162,2502,4134.583333333333,0.7972847238308998,1,65660,0.200449,0.2405388,2548.9893101590837,0.7894360923492694,0,66.0,BankruptcyHistory,0.9437515386076748
2032-04-02,49,26531,630,Employed,High School,28,45650,60,Married,1,Rent,305,0.276869301598841,2,1,0.2056840853987693,1,Home,0,20,13,2039,3316,93306,112224,2210.9166666666665,0.7401003870617698,5,3558,0.23565,0.2254621922918027,1275.0213287576344,0.7146453561905549,0,63.0,BankruptcyHistory,0.9437515386076748
2032-05-02,64,71869,590,Employed,High School,41,22862,36,Married,1,Rent,279,0.4565084121309148,3,1,0.3833652027624138,1,Home,0,16,12,14401,3748,215860,6729,5989.083333333333,0.5996219120349822,9,209131,0.212862,0.210672027875462,862.1164320590783,0.1905327357373685,0,63.0,BankruptcyHistory,0.9437515386076748
2032-05-07,38,86485,558,Employed,Bachelor,14,32437,84,Widowed,0,Mortgage,605,0.3932489664176591,6,3,0.3045101693939664,1,Auto,0,17,27,6487,6418,242180,4330,7207.083333333333,0.8498988280849761,3,237850,0.278437,0.2411787460021342,802.8283318797492,0.1953395384466322,0,61.0,BankruptcyHistory,0.9437515386076748
2032-05-29,43,87897,560,Employed,Bachelor,17,53602,72,Married,5,Rent,281,0.5946611224979791,2,1,0.5901144136710348,1,Home,0,30,16,6876,5162,62393,78361,7324.75,0.9190655139192604,4,4093,0.2886019999999999,0.2752624360092242,1528.074294952808,0.2469810293802256,0,70.0,BankruptcyHistory,0.9437515386076748
2032-05-30,45,27814,594,Unemployed,Doctorate,27,14400,60,Single,3,Rent,477,0.2463583078250384,6,1,0.0446450556697238,1,Education,0,22,27,1704,183,43525,30057,2317.833333333333,0.8379296927090353,5,13468,0.2224,0.1861628916596056,370.510217638136,0.3656476095368386,0,67.0,BankruptcyHistory,0.9437515386076748
2032-06-03,33,68242,581,Unemployed,High School,11,17253,96,Married,2,Mortgage,364,0.3783137729501585,1,0,0.058962950570014,1,Home,0,28,1,7685,2010,73352,109875,5686.833333333333,0.7133512914181347,4,9381,0.261753,0.2503389962280683,417.43899935868336,0.1374119749172679,0,69.0,BankruptcyHistory,0.9437515386076748
2032-06-12,22,43577,523,Employed,Bachelor,2,48078,12,Married,1,Rent,442,0.3739161490777665,3,3,0.0749464687902387,1,Auto,0,25,27,1324,483,15782,4126,3631.4166666666665,0.7893478565437607,4,11656,0.251578,0.2681427585404141,4611.968926157484,1.391734793902513,0,63.0,BankruptcyHistory,0.9437515386076748
2032-06-30,55,31047,534,Employed,High School,33,10361,60,Married,0,Own,370,0.0227466963733635,3,2,0.7594831368744456,1,Auto,0,22,14,8963,1201,44017,55871,2587.25,0.8523221524804374,3,7646,0.248361,0.2409471214793163,298.6347577912257,0.2584345377490485,0,70.0,BankruptcyHistory,0.9437515386076748
2032-07-12,38,27818,634,Employed,Doctorate,15,26465,48,Single,0,Rent,479,0.4814802920642601,9,3,0.245289592269553,1,Debt Consolidation,0,24,6,1150,2136,59869,25068,2318.1666666666665,0.8220588946413144,6,34801,0.204465,0.1950158459588596,798.328425329056,0.5510080201290054,0,66.0,BankruptcyHistory,0.9437515386076748
2032-08-20,60,106868,612,Employed,Associate,36,16389,36,Married,0,Mortgage,504,0.4338797179269869,3,0,0.1113432887982735,1,Debt Consolidation,0,23,27,1464,1028,106933,3698,8905.666666666666,0.9288569832374526,4,103235,0.195389,0.1798881592432967,592.409664305462,0.1231137101065383,1,44.0,BankruptcyHistory,0.9437515386076748
2032-09-19,48,113998,626,Employed,Master,25,25905,36,Single,0,Mortgage,494,0.0934254519555257,3,1,0.4325585208484487,1,Auto,0,19,29,1067,320,120829,1672,9499.833333333334,0.8280227311836185,7,119157,0.197905,0.1620799119768658,913.4052492678207,0.1481505201074917,1,47.2,BankruptcyHistory,0.9437515386076748
2032-09-28,50,189938,555,Employed,Bachelor,26,15832,36,Single,3,Mortgage,464,0.1256631609900447,4,0,0.1327301292692849,1,Home,0,24,21,709,219,86133,11168,15828.166666666666,0.8393127325038345,5,74965,0.223332,0.181176418273062,573.2994837379346,0.0655350367217471,1,45.6,BankruptcyHistory,0.9437515386076748
2032-10-09,49,100576,564,Employed,Doctorate,31,16871,12,Single,1,Mortgage,632,0.3765864677596153,3,2,0.203908638334588,1,Home,0,19,17,11034,478,40113,26208,8381.333333333334,0.597883154374908,6,13905,0.199871,0.1715747156821163,1539.9764397862534,0.2591445004517483,1,50.400000000000006,BankruptcyHistory,0.9437515386076748
2032-10-31,18,71446,497,Employed,Master,0,25012,36,Married,2,Own,151,0.2121753901017571,1,0,0.3369059489105994,1,Debt Consolidation,0,26,1,2430,713,9783,6958,5953.833333333333,0.8418222828392754,7,2825,0.2615119999999999,0.2517652575476453,996.8094311543022,0.1927849449073654,0,70.0,BankruptcyHistory,0.9437515386076748
2032-12-23,58,51206,588,Employed,High School,35,15014,72,Married,1,Mortgage,492,0.4238362265834131,2,1,0.5146314187517792,1,Education,0,27,2,6063,947,195937,7896,4267.166666666667,0.8624481737130903,5,188041,0.236014,0.2394493530221766,394.7693112529571,0.2078122043322166,0,71.0,BankruptcyHistory,0.9437515386076748
2032-12-24,44,48448,556,Employed,Master,22,32275,48,Married,5,Rent,1186,0.4361354878297432,4,1,0.5432637745835226,1,Home,0,23,20,1748,1617,250305,78818,4037.3333333333335,0.8012220996090801,3,171487,0.249275,0.2454284198654834,1061.9334438868586,0.556786685242782,0,68.0,BankruptcyHistory,0.9437515386076748
2033-01-03,45,36479,596,Employed,High School,23,21090,48,Married,0,Mortgage,487,0.2907495094065495,4,0,0.4054204538941115,1,Home,0,24,19,4759,245,13612,59217,3039.9166666666665,0.90373483741407,3,8183,0.21809,0.2041145901486412,646.408833488384,0.3728420735727571,0,69.0,BankruptcyHistory,0.9437515386076748
2033-01-10,31,26431,591,Employed,High School,5,17340,96,Married,1,Rent,590,0.279724162693044,5,1,0.2922369455822594,1,Debt Consolidation,0,17,27,5843,2335,65806,1293,2202.583333333333,0.9651928676662788,4,64513,0.25684,0.231882946758865,398.53140193770247,0.4488054490277487,0,64.0,BankruptcyHistory,0.9437515386076748
2033-01-13,52,32407,629,Employed,Associate,25,43461,36,Married,1,Rent,623,0.471128120039889,3,3,0.4070562546247024,1,Debt Consolidation,0,26,7,3496,897,1409557,15825,2700.583333333333,0.694078324092251,5,1393732,0.213961,0.2145961562676199,1647.670107640333,0.8408072728633936,0,60.0,BankruptcyHistory,0.9437515386076748
2033-01-21,59,25151,572,Employed,High School,37,15511,48,Married,3,Rent,224,0.1147528709833055,1,0,0.4361565263410894,1,Education,0,25,8,1690,2203,51144,22132,2095.9166666666665,0.8367949763344092,2,29012,0.224511,0.2355422281374431,501.8721243185632,0.3463268057660832,0,70.0,BankruptcyHistory,0.9437515386076748
2033-02-09,25,43974,446,Employed,Bachelor,3,24038,60,Married,2,Other,198,0.2336309177186568,1,0,0.3078146305966315,1,Home,0,27,15,432,355,125788,31064,3664.5,0.7956552814321961,5,94724,0.306038,0.3025173272394164,781.4318764761194,0.2672757201463008,0,65.0,BankruptcyHistory,0.9437515386076748
2033-02-12,32,49629,554,Employed,High School,10,21210,24,Married,0,Own,281,0.125070140687205,3,1,0.3594620431210555,1,Debt Consolidation,0,23,25,2730,2693,65375,17597,4135.75,0.6028687212089352,7,47778,0.21921,0.2356536771344982,1116.8001906321665,0.3379798562853573,0,66.0,BankruptcyHistory,0.9437515386076748
2033-03-21,39,114539,623,Employed,Bachelor,17,12702,60,Married,4,Mortgage,330,0.2515291789315815,3,1,0.5299431934536605,1,Home,0,31,29,4024,371,10431,11385,9544.916666666666,0.7431085675046087,5,3415,0.206202,0.2394456111832022,365.00208054401617,0.0728138447736421,1,52.8,BankruptcyHistory,0.9437515386076748
2033-05-08,24,39144,592,Employed,Associate,0,19190,60,Single,0,Rent,612,0.0178245402319328,1,0,0.2509811792518521,1,Debt Consolidation,0,18,9,2614,2273,159274,6875,3262.0,0.7296346608986228,3,152399,0.22819,0.2619743908880757,576.8027988889374,0.3644398525104039,0,61.0,BankruptcyHistory,0.9437515386076748
2033-05-16,33,26865,544,Employed,Bachelor,8,11998,12,Divorced,3,Mortgage,722,0.0771756075387255,7,0,0.0607512919246583,1,Auto,0,18,16,8219,708,39989,9754,2238.75,0.7714952353338136,2,30235,0.204998,0.2173991979675106,1121.4441208537933,0.8234256262886849,0,63.0,BankruptcyHistory,0.9437515386076748
2033-06-18,58,33826,557,Employed,Associate,29,47046,12,Single,1,Mortgage,219,0.0512334378589554,1,1,0.4198077540722807,1,Other,0,19,7,42800,350,115975,20923,2818.833333333333,0.9351781042164924,5,95052,0.233546,0.2241482396054696,4412.639044559635,1.6431049646637386,0,67.0,BankruptcyHistory,0.9437515386076748
2033-06-29,56,36860,507,Employed,Associate,34,26449,108,Married,0,Mortgage,225,0.0809337966014717,0,0,0.1136996441346943,1,Auto,0,25,13,4050,200,33411,55417,3071.6666666666665,0.8843277609755423,4,8657,0.317949,0.3382380637370497,784.482762408138,0.3286433301382978,0,62.0,BankruptcyHistory,0.9437515386076748
2033-07-11,69,212504,548,Employed,Master,45,37150,120,Married,2,Mortgage,759,0.3125487642096751,1,1,0.068001553626489,1,Debt Consolidation,1,19,11,855,1887,12151,26420,10145.583333333334,0.7628133936136419,5,5727,0.31815,0.2837705841143021,935.1051184624272,0.1669795676406739,0,66.0,BankruptcyHistory,0.9437515386076748
2033-07-16,40,35766,568,Employed,Bachelor,14,17057,36,Married,1,Rent,318,0.4114598656098969,4,0,0.3470793638492256,1,Home,0,13,2,1406,438,15873,10676,2980.5,0.7196764479414028,7,5197,0.2180569999999999,0.2067961866196463,639.8212331263743,0.3213626012838028,0,72.0,BankruptcyHistory,0.9437515386076748
2033-08-12,40,48404,623,Employed,Associate,17,15099,36,Married,0,Rent,661,0.4070773810123448,1,0,0.1473496071033869,1,Education,0,23,19,2065,1516,12207,17308,4033.6666666666665,0.86628926711174,4,3461,0.188599,0.213048837535835,571.2221598537071,0.3054843797670541,0,61.0,BankruptcyHistory,0.9437515386076748
2033-08-26,45,174403,451,Unemployed,Bachelor,18,30580,48,Single,0,Own,367,0.4455626824336246,1,0,0.4962767928154264,1,Home,0,26,18,2268,303,240044,12055,14533.583333333334,0.825928025832045,3,227989,0.30008,0.3042920335389535,1108.7100939658762,0.1015379387257702,1,52.8,BankruptcyHistory,0.9437515386076748
2033-09-04,25,135374,577,Self-Employed,Bachelor,2,19870,84,Divorced,2,Mortgage,1380,0.1338161044487346,4,2,0.4721058022280912,1,Auto,0,21,7,18131,853,96849,116139,11281.166666666666,0.7090256240889973,5,7302,0.25637,0.2089069866746241,451.95526168489135,0.1623905856384438,0,69.0,BankruptcyHistory,0.9437515386076748
2033-09-14,36,45457,584,Employed,Bachelor,11,73730,36,Widowed,3,Mortgage,900,0.2054470102494682,1,1,0.2001538021752895,1,Auto,0,18,25,2843,45,94948,44987,3788.0833333333335,0.488202699899135,4,49961,0.26673,0.3080266372635024,3162.456966389909,1.072430727867631,0,65.0,BankruptcyHistory,0.9437515386076748
2033-09-28,28,19566,565,Employed,High School,7,11557,48,Married,2,Other,432,0.1228498505406756,3,2,0.3439021663887348,1,Home,0,26,4,73831,1653,75484,70815,1630.5,0.7146141445552138,7,4669,0.224057,0.2356897498889922,374.030841358639,0.4943458088676105,0,70.0,BankruptcyHistory,0.9437515386076748
2033-09-29,39,87012,533,Employed,High School,16,13684,72,Divorced,2,Rent,330,0.2655671073824331,2,2,0.2698318818875838,1,Debt Consolidation,1,24,27,2267,733,23580,8979,7251.0,0.6819312051838401,3,14601,0.262184,0.2821193220665042,396.0287375152587,0.1001280840594757,0,69.0,BankruptcyHistory,0.9437515386076748
2033-11-02,38,51649,589,Employed,Doctorate,17,15661,60,Single,1,Mortgage,637,0.4811422886006524,1,1,0.0255975261057163,1,Debt Consolidation,0,24,3,3573,1889,103158,36361,4304.083333333333,0.778303160035233,3,66797,0.226161,0.2713932,479.5187109498909,0.2594091760033822,0,64.0,BankruptcyHistory,0.9437515386076748
2033-11-03,47,32952,633,Employed,Bachelor,27,13401,36,Widowed,3,Other,116,0.166806471875356,1,1,0.4890142156348949,1,Home,1,21,8,16438,898,151107,9114,2746.0,0.7919134996406852,5,141993,0.181901,0.1641861528785234,473.91368402525103,0.2148265418882924,0,68.0,BankruptcyHistory,0.9437515386076748
2033-11-20,35,23980,579,Employed,Associate,11,23440,36,Married,2,Mortgage,424,0.4616711018982193,3,1,0.3827570560534428,1,Home,0,26,1,5130,750,31068,43095,1998.3333333333333,0.4282310911166049,4,2792,0.21894,0.2083292488994298,881.094108166398,0.6530912968305578,0,73.0,BankruptcyHistory,0.9437515386076748
2033-11-29,57,50269,639,Employed,Master,35,25998,48,Divorced,3,Mortgage,441,0.3628936281432203,1,0,0.4777560015404583,1,Home,0,18,22,803,833,59395,59279,4189.083333333333,0.788530172178326,4,9877,0.201498,0.2262497302026837,827.9413946616127,0.302916245318971,0,65.0,BankruptcyHistory,0.9437515386076748
2033-12-26,25,25902,570,Employed,Associate,2,9529,36,Divorced,0,Rent,472,0.4568915491810225,7,3,0.5348582693759469,1,Debt Consolidation,0,16,19,2450,2397,414875,7564,2158.5,0.7593575011924902,7,407311,0.209529,0.2230474022132731,365.4208052886947,0.3879642368722236,0,67.0,BankruptcyHistory,0.9437515386076748
2034-01-12,18,82158,607,Employed,Bachelor,0,14571,96,Divorced,3,Rent,222,0.4225349517247417,3,1,0.2340745371914823,1,Auto,0,25,18,4107,5357,102683,5805,6846.5,0.4721026783530951,3,96878,0.2460709999999999,0.2270532923167993,330.3328419758546,0.0806737518404812,0,59.0,BankruptcyHistory,0.9437515386076748
2034-01-14,33,63977,577,Employed,Bachelor,9,24189,48,Single,2,Mortgage,282,0.429609611359838,2,1,0.476081920075984,1,Home,0,27,6,3137,519,28732,56288,5331.416666666667,0.5824988794622706,6,9274,0.230689,0.2294862012494318,774.6122763105834,0.1981860249109367,0,71.0,BankruptcyHistory,0.9437515386076748
2034-04-29,40,22379,563,Employed,Associate,20,17378,48,Married,3,Other,556,0.2881530624316405,2,1,0.5078687722598059,1,Auto,0,14,1,1082,5249,47937,27365,1864.9166666666667,0.7989855632480923,4,20572,0.230878,0.2348053952942408,561.5757247409058,0.5992630902583167,0,76.0,BankruptcyHistory,0.9437515386076748
2034-07-10,22,22866,528,Employed,Bachelor,0,23364,108,Married,0,Mortgage,698,0.393794326374637,2,0,0.5393335607927119,1,Debt Consolidation,0,23,22,7913,3839,39202,9686,1905.5,0.8723116194683782,6,29516,0.3043639999999999,0.2650316488437649,569.8591413605862,0.6653682190294339,0,72.0,BankruptcyHistory,0.9437515386076748
2034-08-06,48,49716,535,Employed,Bachelor,26,23189,72,Married,0,Mortgage,227,0.2551358805780325,2,1,0.3332260587972567,1,Education,0,31,15,5200,504,10860,14173,4143.0,0.6775581183508539,1,4160,0.270689,0.2820900527258089,671.0699825774095,0.2167680382759859,0,67.0,BankruptcyHistory,0.9437515386076748
2034-09-21,29,45176,585,Unemployed,High School,4,50368,12,Widowed,3,Own,628,0.2341221115229229,1,0,0.3621473204643593,1,Debt Consolidation,0,26,28,2437,654,90275,219526,3764.6666666666665,0.6920754514664356,4,6334,0.222868,0.2280209653447069,4733.6268225871645,1.424196960134717,0,70.0,BankruptcyHistory,0.9437515386076748
2034-09-25,24,105203,586,Employed,Bachelor,5,13420,48,Widowed,3,Mortgage,270,0.5869359626956215,4,0,0.2571305745622367,1,Debt Consolidation,0,22,10,14722,831,187957,46659,8766.916666666666,0.7273708217237248,4,141298,0.21542,0.2210410058895756,423.57036931817424,0.0791122347444283,1,48.0,BankruptcyHistory,0.9437515386076748
2034-09-26,45,20309,532,Employed,High School,21,14268,36,Widowed,1,Rent,448,0.285080295811737,2,1,0.1049817904669892,1,Debt Consolidation,0,25,9,3628,658,60780,99695,1692.4166666666667,0.7248057449885127,5,8909,0.233268,0.261107725840088,575.7088377778445,0.6048799080867661,0,65.0,BankruptcyHistory,0.9437515386076748
2034-10-07,42,34126,577,Employed,Master,16,16251,12,Married,0,Rent,267,0.4217727895513441,3,1,0.3872180620300268,1,Home,0,21,16,8890,3592,51389,5343,2843.833333333333,0.5220554954448011,3,46046,0.192751,0.2244350569606006,1524.4731386967926,0.6299501161683616,0,68.0,BankruptcyHistory,0.9437515386076748
2034-10-11,57,15000,591,Employed,Bachelor,35,34942,60,Married,4,Mortgage,329,0.1156391795454269,6,0,0.2919334041773404,1,Debt Consolidation,0,20,4,1363,714,365710,83190,1250.0,0.9095022674864344,2,282520,0.244442,0.2595595983692972,1045.269047613418,1.0994152380907345,0,62.0,BankruptcyHistory,0.9437515386076748
2034-10-27,48,220054,576,Employed,Doctorate,23,30166,12,Divorced,0,Mortgage,209,0.3798732730070406,5,0,0.4004738179577172,1,Other,0,31,4,7914,1198,163006,43841,18337.83333333333,0.731384724456688,5,119165,0.207166,0.2047903003509214,2801.3330862427943,0.164159692779561,1,52.0,BankruptcyHistory,0.9437515386076748
2034-10-31,35,21332,584,Unemployed,Associate,16,18733,84,Married,1,Rent,307,0.1136310418106101,3,1,0.2082227171823379,1,Home,0,22,23,3523,1745,92909,81668,1777.6666666666667,0.7609009380759763,4,11241,0.251733,0.248167370155828,471.97008828745504,0.438198062040571,0,68.0,BankruptcyHistory,0.9437515386076748
2034-11-14,50,178337,626,Employed,Associate,29,11833,60,Married,1,Own,330,0.2686634534033743,3,0,0.4679172223593822,1,Other,0,15,7,6750,368,80261,10411,14861.416666666666,0.8232818599929524,4,69850,0.203833,0.1907383107636658,307.43545425943626,0.0428919711059019,1,49.6,BankruptcyHistory,0.9437515386076748
2034-12-28,58,19590,638,Employed,Bachelor,33,36945,36,Single,3,Rent,342,0.7349511148745216,3,1,0.410818139890624,1,Auto,0,23,14,408,3233,129469,43889,1632.5,0.9503472654291796,3,85580,0.202945,0.1891011200012814,1352.578204864371,1.0380264654605642,0,67.0,BankruptcyHistory,0.9437515386076748
2035-01-22,43,166202,642,Unemployed,Master,18,24595,36,Single,2,Mortgage,776,0.1899820990311761,5,2,0.4313723387916039,1,Home,0,37,2,6784,3127,25326,2667,13850.166666666666,0.7454792281034562,5,22659,0.188595,0.1716118655795293,878.853113141842,0.1194825414718361,1,55.2,BankruptcyHistory,0.9437515386076748
2035-01-24,37,108243,541,Employed,Bachelor,15,32455,60,Single,0,Other,251,0.244633317898216,7,2,0.5598607658615186,1,Auto,0,19,6,11606,502,62875,3178,9020.25,0.8573655857204167,2,59697,0.266955,0.2616668973369895,974.923253703712,0.1359079020762963,0,69.0,BankruptcyHistory,0.9437515386076748
2035-02-07,46,66553,516,Employed,Associate,22,13196,84,Single,0,Other,446,0.1038321766938028,5,3,0.3565053207831154,1,Other,0,22,25,3156,1542,42780,19263,5546.083333333333,0.6516304059440821,4,23517,0.280196,0.3345137991162982,408.411190229643,0.1540566808822399,0,65.0,BankruptcyHistory,0.9437515386076748
2035-02-22,49,48611,581,Employed,Bachelor,26,17590,48,Married,1,Mortgage,356,0.1078970361237789,4,1,0.1796797366978194,1,Home,0,19,5,4915,2120,10979,5871,4050.9166666666665,0.8449841637173726,4,5108,0.22209,0.1986933153926975,534.0462317737905,0.2197147719916374,0,64.0,BankruptcyHistory,0.9437515386076748
2035-02-24,43,66105,607,Employed,High School,18,7544,36,Widowed,2,Rent,761,0.3578269539477586,6,1,0.3254586985039051,1,Home,0,23,5,1548,652,25727,29539,5508.75,0.6179230799411568,6,2456,0.189044,0.1962606199455036,278.9267730205113,0.1887772676234193,0,65.0,BankruptcyHistory,0.9437515386076748
2035-03-13,41,79423,515,Employed,Bachelor,16,10989,60,Single,1,Mortgage,610,0.0613174693075422,3,0,0.2962187717204675,1,Debt Consolidation,0,19,7,693,2632,198223,61081,6618.583333333333,0.6634605662194342,2,137142,0.258489,0.274184450702963,338.3064722337227,0.1432793733150935,0,60.0,BankruptcyHistory,0.9437515386076748
2035-03-22,36,53705,482,Employed,Bachelor,13,21512,48,Married,2,Mortgage,782,0.3272344081971277,3,1,0.034936289291198,1,Debt Consolidation,0,19,5,10942,910,157803,143000,4475.416666666667,0.7774682539628457,5,14803,0.275512,0.2204095999999999,678.2371986810663,0.3262796086802494,0,64.0,BankruptcyHistory,0.9437515386076748
2035-04-20,51,39021,605,Employed,High School,29,13298,12,Single,0,Rent,212,0.3623389128095841,1,1,0.3524333604161159,1,Home,0,28,28,419,910,78878,6952,3251.75,0.9308257581470416,8,71926,0.175798,0.2109576,1238.838205058384,0.4461715092053152,0,62.0,BankruptcyHistory,0.9437515386076748
2035-04-24,35,54715,572,Employed,Associate,10,13171,72,Divorced,1,Other,615,0.02899456390392,3,0,0.2024473327676272,1,Other,0,26,25,1749,458,64666,10636,4559.583333333333,0.8694141309067291,9,54030,0.242171,0.2450831645902569,350.8261696200073,0.2118233397686208,0,61.0,BankruptcyHistory,0.9437515386076748
2035-05-19,55,47062,636,Employed,Bachelor,32,11422,24,Married,0,Rent,328,0.2227897961227487,4,2,0.4604918284116205,1,Debt Consolidation,0,22,9,8631,308,874266,53552,3921.8333333333335,0.9582379628306544,6,820714,0.168422,0.1859069178098697,573.4983679430362,0.2298665678321455,1,47.2,BankruptcyHistory,0.9437515386076748
2035-05-20,25,77538,562,Employed,High School,2,14261,48,Widowed,1,Rent,490,0.6401210270169204,4,1,0.8365443735940068,1,Debt Consolidation,0,12,19,4101,930,126645,27272,6461.5,0.7505991747556616,8,99373,0.228261,0.2739131999999999,492.0721030551439,0.1519882539743316,0,70.0,BankruptcyHistory,0.9437515386076748
2035-05-22,73,134051,588,Employed,Associate,49,14887,12,Divorced,0,Mortgage,346,0.0848552087479075,3,1,0.1554923653619306,1,Home,0,15,5,2589,1744,250807,37271,11170.916666666666,0.8595191270988145,5,213536,0.185887,0.171548320667383,1358.859256286257,0.1526158781018797,1,45.6,BankruptcyHistory,0.9437515386076748
2035-05-24,23,33836,575,Employed,Associate,0,27392,36,Married,1,Rent,579,0.0752890082955979,3,1,0.3449972167496393,1,Auto,0,22,12,2968,2419,72543,2643,2819.6666666666665,0.6733816975002621,6,69900,0.224892,0.2067476375039853,1027.4269464851784,0.5697222886222408,0,64.0,BankruptcyHistory,0.9437515386076748
2035-06-06,61,25946,666,Employed,Master,39,25254,48,Married,4,Mortgage,265,0.3081549520012726,2,1,0.2162861020229849,1,Debt Consolidation,0,24,23,723,40,53174,28806,2162.1666666666665,0.7201915487287874,8,24368,0.187254,0.1862885100615912,750.1604960545717,0.4695107512778409,0,60.0,BankruptcyHistory,0.9437515386076748
2035-06-29,50,31432,620,Self-Employed,Bachelor,28,31873,36,Married,1,Rent,292,0.3857317950746919,1,1,0.1215462238158509,1,Education,1,29,8,1995,361,49775,24308,2619.333333333333,0.95716822483062,5,25467,0.206873,0.2058312929440348,1194.0062239613226,0.5673223048974252,0,70.0,BankruptcyHistory,0.9437515386076748
2035-07-30,37,42312,552,Employed,High School,15,10837,96,Single,5,Own,512,0.423184211952335,2,0,0.4494876907530615,1,Auto,0,26,27,998,2348,71655,35038,3526.0,0.8378390189425731,8,36617,0.269837,0.2932433955305766,293.7570444975656,0.2285187307140004,0,70.0,BankruptcyHistory,0.9437515386076748
